business_name,website,category,source,profile_url,email
Js Nieruchomości Warszawa Sp. z o.o. Cleaning Sp. K.,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,marywilska,60_lok._17/js_nieruchomosci_warszawa_sp._z_o.o._cleaning_sp._k.-bocrdk_aix.html",
Jt Work Sp. z o.o.,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,jagiellońska,32_lok._30/jt_work_sp._z_o.o.-bobedf_aix.html",
Juaran Serwis Yurii Hryhoriev,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,mokotów,limanowskiego,11_lok._administ/juaran_serwis_yurii_hryhoriev-bzjymm_mko.html",
Jukol 1 Sp. z o.o.,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,zamiejska,5_lok._37/jukol_1_sp._z_o.o.-bocbee_mko.html",
Jukol 2 Sp. z o.o.,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,zamiejska,5_lok._37/jukol_2_sp._z_o.o.-bochmk_mko.html",
Jukol 3 Sp. z o.o.,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,zamiejska,5_lok._37/jukol_3_sp._z_o.o.-bocfhd_mko.html",
Jukol 4 Sp. z o.o.,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,zamiejska,5_lok._37/jukol_4_sp._z_o.o.-bocfcl_mko.html",
Jukol 5 Sp. z o.o.,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,zamiejska,5_lok._37/jukol_5_sp._z_o.o.-bocbeb_mko.html",
Jukol 6 Sp. z o.o.,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,zamiejska,5_lok._37/jukol_6_sp._z_o.o.-bocfhm_mko.html",
Jukol 7 Sp. z o.o.,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,zamiejska,5_lok._37/jukol_7_sp._z_o.o.-bocfca_mko.html",
Jukol 9 Sp. z o.o.,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,zamiejska,5_lok._37/jukol_9_sp._z_o.o.-bochgb_aix.html",
Julia FU Larysa Korzybska,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,wola,karolkowa,55_lok._17/julia_fu_larysa_korzybska-asnfsm_mko.html",lkorzybska@wp.pl
Julian Sporny Dezynfekcja Patrol,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,bemowo,powstańców_śląskich,3_lok._uo2/julian_sporny_dezynfekcja_patrol-zdhrbd_aix.html",
Julpol Sp. z o.o.,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,bliska,10_lok._23/julpol_sp._z_o.o.-boknxx_mko.html",
Jurana Clean Sp. z o.o.,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,smoleńska,73_lok._1/jurana_clean_sp._z_o.o.-bayhoi_mko.html",biuro.jurana@wp.pl
&quot;Jurana&quot; Usługi Porządkowe Anna Biniecka,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,bielany,nerudy,6_lok._30/jurana_uslugi_porzadkowe_anna_biniecka-zhrkge_mko.html",biuro.jurana@wp.pl
Jur-na-Ros Sp. z o.o.,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,ochota,aleje_jerozolimskie,85_lok._21/jur_na_ros_sp._z_o.o.-zygwek_aix.html",
Juwentus Serwis Sp. z o.o.,http://www.juwentus.pl/,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,ursynów,poloneza,91/juwentus_serwis_sp._z_o.o.-zcgmhx_mko.html",
Jw Unicorn Sp. z o.o.,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,grójecka,43_lok._1a/jw_unicorn_sp._z_o.o.-zewklx_mko.html",
&quot;K &amp; K&quot; S.C. Krystyna Rozbicka Krystyna Kruk,http://www.k-and-k.pl,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,praga_północ,szymanowskiego,4_124/k_&_k_s.c._krystyna_rozbicka_krystyna_kruk-ptthy_mko.html",
K &amp; M Norbert Mariusz Hyski,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,bemowo,wolfkego,4_m._3/k_&_m_norbert_mariusz_hyski-odjgwu_mko.html",
K-15/Mt S.C.,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,praga_południe,kobielska,15_lok._70/k_15_mt_s.c.-ajhxrf_aix.html",
K-19/Mt S.C.,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,praga_południe,kobielska,15_lok._70/k_19_mt_s.c.-zhhozf_aix.html",
Kabees Sp. z o.o.,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,domaniewska,37_lok._2.43/kabees_sp._z_o.o.-bozotn_mko.html",
Ka&amp;kam Cleaning Sp. z o.o.,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,bielany,szegedyńska,13a_1134/ka&kam_cleaning_sp._z_o.o.-zklzed_mko.html",Katarzyna.cleaning@wp.pl
Kamil Łazicki Up,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,magiera,22_lok._1/kamil_lazicki_up-bzrgcz_mko.html",
Kamil Stuleblak,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,ochota,skorochód_majewskiego,24_lok._22/kamil_stuleblak-zbwnht_mko.html",
Kamil Wróblewski &quot;Mklik-Pest Control&quot;,http://www.uslugi-ddd.pl,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,henryka_brodatego,53_80/kamil_wroblewski_mklik_pest_control-oymcog_aix.html",
Kamila Walaszczyk,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,bemowo,dywizjonu_303,139_lok._34/kamila_walaszczyk-boxwfo_mko.html",
Kamros Sp. z o.o.,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,śródmieście,pl._bankowy,2/kamros_sp._z_o.o.-zpufxn_mko.html",
Kan Space Sp. z o.o.,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,mokotów,puławska,41_lok._43/kan_space_sp._z_o.o.-zyohsx_mko.html",
Kaopservice Sp. z o.o. w Organizacji,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,śródmieście,elektoralna,13_lok._121/kaopservice_sp._z_o.o._w_organizacji-zpbnxl_aix.html",
Kap Service One Sp z o.o.,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,bieżuńska,1_lok._6/kap_service_one_sp_z_o.o.-boxazh_mko.html",
Kap Service Two Sp z o.o.,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,bieżuńska,1_lok._6/kap_service_two_sp_z_o.o.-boxajk_mko.html",
Kap Serwis Sp. z o.o.,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,targówek,kondratowicza,50/kap_serwis_sp._z_o.o.-zxxgyh_mko.html",
Karabinek Sp. z o.o.,http://www.karabinek.com,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,śródmieście,aleje_jerozolimskie,21_lok._85/karabinek_sp._z_o.o.-zxglkc_mko.html",
Karat Bezpieczeństwo Ewa Ornoch,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,praga_północ,listopada,18a_lok._u_5/karat_bezpieczenstwo_ewa_ornoch-bzgouz_mko.html",
Karczmarczyk Jarosław Usługi Porządkowe,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,śródmieście,nowolipki,13_m._31/karczmarczyk_jaroslaw_uslugi_porzadkowe-aobeci_mko.html",
Karina Brudzyńska,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,wola,sławińska,4_lok._1a/karina_brudzynska-znismb_mko.html",karina.brudzynska@gmail.com
Kar-Lux Karolina Lisowska,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,skwer_kard._stefana_wyszyńskiego,7_lok._9/kar_lux_karolina_lisowska-zyhwfh_mko.html",kar-lux@onet.pl
Karneolbaw Sp. z o.o.,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,czerniakowska,145_lok._1_b33/karneolbaw_sp._z_o.o.-zdehxc_mko.html",
Karo Dom Katarzyna Konarzewska,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,długa,8_14_lok._4/karo_dom_katarzyna_konarzewska-zdleea_mko.html",
Karo Dom-Usługi Tomasz Konarzewski,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,ochota,białobrzeska,9_lok._48/karo_dom_uslugi_tomasz_konarzewski-boybbu_mko.html",
Karol Mirowski,https://www.czystymebel.pl,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,wola,miedziana,10_lok._2/karol_mirowski-zdhywx_aswgk.html",kmuslugi.waw@gmail.com
Karolak Ewa Sprzątanie Biur i Domów,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,praga_południe,targowa,14_l._100/karolak_ewa_sprzatanie_biur_i_domow-abflma_mko.html",
Karolina Bartosik,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,śródmieście,nowy_świat,41_lok._19/karolina_bartosik-bouwyi_mko.html",
Karolina Falińska,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,stefana_baleya,4_98/karolina_falinska-boyzwy_aix.html",dadybear1933@gmail.com
Karolina Karnikowska,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,corellego,5c_lok._3/karolina_karnikowska-bojuiu_aix.html",karolina.karnikowska1@wp.pl
Karolina Peczyńska,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,głębocka,54g_lok._14/karolina_peczynska-zdbsup_mko.html",ka.peczynska@gmail.com
Karyna Strohanova,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,rembertów,szyszaków,17/karyna_strohanova-badxdp_mko.html",
Katarzyna Grabicka,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,ochota,bitwy_warszawskiej_1920_r.,6_l._38/katarzyna_grabicka-afunkn_mko.html",
Katarzyna Kobus Firma Usługowa,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,bemowo,borowego,2_lok._47/katarzyna_kobus_firma_uslugowa-zjsajc_mko.html",
Katarzyna Kwiatkowska Firma Sprzątająca,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,praga_północ,korsaka,1_lok._154/katarzyna_kwiatkowska_firma_sprzatajaca-zkmfec_aix.html",
Katarzyna Maciejewska Usługi Porządkowe Katarzyna Maciejewska,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,praga_południe,paryska,31_lok._17/katarzyna_maciejewska_uslugi_porzadkowe_katarzyna_maciejewska-zyrlmt_aix.html",katarzyna.maciejewska1@neostrada.pl
Katarzyna Połowianiuk,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,włochy,bolesława_chrobrego,23_lok._11/katarzyna_polowianiuk-zwcfrx_mko.html",
Katarzyna Szulc,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,ochota,filtrowa,62/katarzyna_szulc-baijtr_mko.html",kasia0382@wp.pl
Katarzyna Tomaszewska,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,mokotów,czerniakowska,52_lok._11/katarzyna_tomaszewska-znlemf_mko.html",
Kazal Sp. z o.o.,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,grzybowska,80_82_lok._700/kazal_sp._z_o.o.-bocbfs_mko.html",
Kb 7 Sp. z o.o.,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,śródmieście,złota,3_lok._21/kb_7_sp._z_o.o.-zygwbh_mko.html",
Kb1 Clean Sp. z o.o.,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,klimczaka,20_lok._44/kb1_clean_sp._z_o.o.-zdjrzx_mko.html",
&quot;Kem&quot; Ewa Widenka,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,wola,żelazna,69a_paw._10/kem_ewa_widenka-arclgf_mko.html",
&quot;Keplik&quot; Zakład Usług Kominiarskich i Budowlanych Jolanta Dybcio,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,wawer,kaszmirowa,12_lok._3/keplik_zaklad_uslug_kominiarskich_i_budowlanych_jolanta_dybcio-znerge_mko.html",
Khrystyna Maievska Km,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,wola,niska,23_lok._17/khrystyna_maievska_km-bajspn_mko.html",
Kidab Creative Solutions Sp. z o.o.,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,nowy_świat,49/kidab_creative_solutions_sp._z_o.o.-bouczr_aix.html",
Kiddieclean Sp. z o.o.,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,masłowiecka,14/kiddieclean_sp._z_o.o.-baeswy_aix.html",
Kieliszkiewicz Maciejewski S.C. Usługi,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,praga_południe,kordeckiego,20/kieliszkiewicz_maciejewski_s.c._uslugi-ajhxde_mko.html",
Kirei Marcin Bartoszewicz,https://kireisprzatanie.pl/,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,praga_południe,aleja_stanów_zjednoczonych,34/kirei_marcin_bartoszewicz-barhia_mko.html",kontakt@kireisprzatanie.pl
Kishan Sp. z o.o.,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,kopernika,30_lok._08_b/kishan_sp._z_o.o.-zykumw_mko.html",
&quot;Kk&quot; Katarzyna Kwiatkowska,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,targówek,złotopolska,15_m._4/kk_katarzyna_kwiatkowska-odrzpz_mko.html",
Klaudiusz Krysztoforski Kryształ,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,bemowo,osmańczyka,14_lok._43/klaudiusz_krysztoforski_krysztal-zlujih_mko.html",
&quot;Kleks&quot; Dariusz Grzyb,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,bielany,przy_agorze,20_57/kleks_dariusz_grzyb-mdzuk_mko.html",kleks@poczta.onet.pl
Klido Group Sp. z o.o.,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,strzeleckiego,4/klido_group_sp._z_o.o.-bogrmr_mko.html",
Klimczaka 13 Sp. z o.o.,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,śródmieście,aleja_armii_ludowej,6_164/klimczaka_13_sp._z_o.o.-zxumda_mko.html",
Klinet Sp. z o.o.,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,jana_kazimierza,55/klinet_sp._z_o.o.-zfobxg_mko.html",jaroszewska.grazyna@aspak.com.pl
&quot;Klinos&quot; S.C. Cieślak Małgorzata Sufa Józef,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,śródmieście,freta,12_lok._2/klinos_s.c._cieslak_malgorzata_sufa_jozef-ajipmj_mko.html",
Klokov Sp. z o.o.,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,augustówka,11h_lok._6/klokov_sp._z_o.o.-bouhec_mko.html",
Kłobucka 8b Sp. z o.o.,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,śródmieście,aleja_armii_ludowej,6_164/klobucka_8b_sp._z_o.o.-zxupfx_mko.html",
K.N. Phoenix Sp. z o.o.,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,mjr_tadeusza_furgalskiego_wyrwy,4_lok._11/k.n._phoenix_sp._z_o.o.-zsarsa_mko.html",
&quot;Koliber&quot;,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,ochota,dickensa,15_m._31/koliber-koudn_mko.html",
&quot;Koliber&quot; Mirosław Szuppe,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,praga_południe,chłopickiego,4_lok._5/koliber_miroslaw_szuppe-abotgb_mko.html",
Kometor Zakład Usług Kominiarskich Henryk Anders,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,bemowo,piastów_śląskich,31_lok._27/kometor_zaklad_uslug_kominiarskich_henryk_anders-zuyobn_mko.html",
Komfort Czyszczenia Wentylacji Sp. z o.o.,http://komfort.com.pl,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,polna,42_lok._2b/komfort_czyszczenia_wentylacji_sp._z_o.o.-amdpzz_mko.html",
Komfort I Opieka Sp. z o.o.,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,długa,29_lok._219/komfort_i_opieka_sp._z_o.o.-bzzpmf_mko.html",
Komfort Solomiia Skorobohata,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,wiatraczna,29_lok._1/komfort_solomiia_skorobohata-baujyr_mko.html",
&quot;Kominbud&quot; S.C. Piotr Zientara Cezary Ruszkowski,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,ochota,gorlicka,4_a_lok._3/kominbud_s.c._piotr_zientara_cezary_ruszkowski-ajhscb_mko.html",
Kominiarka Usługi Kominiarskie i Budowlane Sylwia Dybcio,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa/kominiarka_uslugi_kominiarskie_i_budowlane_sylwia_dybcio-zxaagu_mko.html",
Kominiarz Sp. z o.o.,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,białołęka,elektronowa,2/kominiarz_sp._z_o.o.-zxuwub_mko.html",
Kominiarz Sp. z o.o. Sp.k.,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,elektronowa,2/kominiarz_sp._z_o.o._sp.k.-zxelje_mko.html",
Kompleksowe Usługi Sp. z o.o.,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,mokotów,boya_żeleńskiego,4a_lok._59/kompleksowe_uslugi_sp._z_o.o.-zxxnzr_mko.html",
Kompleksowo Sp. z o.o.,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,ilskiego,71_lok._2/kompleksowo_sp._z_o.o.-zewghp_mko.html",
Komplex Sp. z o.o.,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,mokotów,domaniewska,47_lok._10/komplex_sp._z_o.o.-zufsrx_mko.html",komplex.warszawa@wp.pl
Koncept Nce Sp. z o.o.,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,wincentego,126b_lok._21/koncept_nce_sp._z_o.o.-bonrwb_mko.html",
Konrad Szczepański,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,mokotów,bonifacego,75_lok._26/konrad_szczepanski-zeylud_mko.html",
Konsal Cleaning Services Sp. z o.o.,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,płocka,4_lok._112/konsal_cleaning_services_sp._z_o.o.-boczyt_mko.html",
Konserwacja Ogrodnictwo Sprzątanie Bogdan Kurtyka,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,śródmieście,poznańska,12_121/konserwacja_ogrodnictwo_sprzatanie_bogdan_kurtyka-zeuinx_mko.html",bogdankurt59@gmail.com
Kontra Ddd Sławomir Wojciechowski,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,ursynów,szolc_rogozińskiego,15_lok._81/kontra_ddd_slawomir_wojciechowski-znitmk_aix.html",
Kornatowska Wanda Usługi Sprzątające,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,bielany,klaudyny,36_m._10a/kornatowska_wanda_uslugi_sprzatajace-oyewkp_mko.html",
Korsuper Krzysztof Saks,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,białołęka,ciupagi,2b_lok._14/korsuper_krzysztof_saks-aeizhx_aix.html",
Kosowski Tadeusz Usługi Porządkowe,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,mokotów,puławska,130_m._7/kosowski_tadeusz_uslugi_porzadkowe-aowidm_mko.html",
Kotom Sp. z o.o.,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,mokotów,konduktorska,3_lok._10/kotom_sp._z_o.o.-zpczjw_mko.html",
Kotowski Andrzej Kotek,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,praga_południe,bartosika,3_lok._16/kotowski_andrzej_kotek-zcgiry_mko.html",
Kovaleks Sp. z o.o.,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,potocka,14_lok._5/kovaleks_sp._z_o.o.-baebjr_mko.html",
Kowalik Małgorzata Usługi Porządkowe,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,śródmieście,śniadeckich,12_16_lok._24/kowalik_malgorzata_uslugi_porzadkowe-aflpoc_mko.html",
Kowaroil Sp. z o.o.,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,słowicza,18_lok._5/kowaroil_sp._z_o.o.-bawdyi_aix.html",
Kozon Marta Firma Sprzątająca,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,wola,krochmalna,45_47_m._20/kozon_marta_firma_sprzatajaca-odrzph_mko.html",martakozon@op.pl
Kp Servis Sp. z o.o.,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,ul._grzegorza_przemyka,6_lok._88/kp_servis_sp._z_o.o.-bomecj_mko.html",
Kp Serwis Sp. z o.o.,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,grzegorza_przemyka,6_lok._88/kp_serwis_sp._z_o.o.-axukke_mko.html",
K.P.Property S.C.,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,ursynów,cynamonowa,3_lok._20/k.p.property_s.c.-zhhbtw_mko.html",
Krasnosielska - Stefcio Olga,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,praga_południe,rondo_wiatraczna,23_lok._61/krasnosielska_stefcio_olga-zooubp_mko.html",
Kristallglass Sp. z o.o.,http://www.kristallglass.eu,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,wrzesińska,12_lok._21/kristallglass_sp._z_o.o.-zewdfb_mko.html",
&quot;Krokodyl&quot; Mateusz Dąbkowski,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,śródmieście,mokotowska,40_lok._23/krokodyl_mateusz_dabkowski-awegap_mko.html",krokodyl303@gmail.com
Krystian Rybicki,http://www.warszawskikominiarz.pl/,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,wola,wolska,84_86/krystian_rybicki-amjhmh_mko.html",
&quot;Krystyna&quot; Krystyna Pajor,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,śródmieście,marszałkowska,84_92_lok._57/krystyna_krystyna_pajor-zmwwxa_mko.html",kjpajor22@poczta.onet.pl
Krystyna Piórkowska Zakład Usługowy Sprzątanie Wnętrz,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,praga_północ,wiosenna,3_lok._8/krystyna_piorkowska_zaklad_uslugowy_sprzatanie_wnetrz-zluluf_mko.html",
Krystyna Zdanowicz Usługi Porządkowe,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,bielany,kochanowskiego,4_lok._64/krystyna_zdanowicz_uslugi_porzadkowe-zinnef_mko.html",robertzd@wp.pl
Krysztopik Venture Capital Sp. z o.o.,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,śródmieście,nowy_świat,41a/krysztopik_venture_capital_sp._z_o.o.-zrewtu_aix.html",
Krzysztof Marciniak,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,śródmieście,marszałkowska,84_92_lok._81/krzysztof_marciniak-zszubn_mko.html",
Krzysztof Mioduchowski Krzysztof Mioduchowski,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,bielany,zgrupowania_żubr,3_lok._11/krzysztof_mioduchowski_krzysztof_mioduchowski-zlsajg_mko.html",k.mioduch@wp.pl
Krzyzówki Ii Sp. z o.o.,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,śródmieście,aleja_armii_ludowej,6_lok._164/krzyzowki_ii_sp._z_o.o.-zxxses_mko.html",
Ksmb Serwis Bieliński Sp.j.,http://tomanet.pl,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,żoliborz,czaki,4_lok._4/ksmb_serwis_bielinski_sp.j.-zegtxb_mko.html",snitko@snitko.com.pl
Kurek Bogumiła,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,żoliborz,bieniewicka,2a_lok._27_28/kurek_bogumila-ackbyp_mko.html",
Kurz Out Patryk Gryglewski,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,żoliborz,potocka,33_lok._59/kurz_out_patryk_gryglewski-zddoet_mko.html",
Kurzidim Sandy Nina Kurzidim,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,krahelskiej,4/kurzidim_sandy_nina_kurzidim-zexksa_mko.html",
Kva Service Viacheslav Kulinichev,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,wola,przanowskiego,4_lok._33/kva_service_viacheslav_kulinichev-zyswyz_mko.html",
Kwazar Sp. z o.o.,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,praga_południe,podolska,16a_1/kwazar_sp._z_o.o.-zdztsf_mko.html",
Kz Complex Sp. z o.o.,http://www.kzcomplex.pl,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,aleja_jana_pawła_ii,27/kz_complex_sp._z_o.o.-zdopug_mko.html",kz.complex1@gmail.com
Laster Sp. z o.o.,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,wola,złota,61/laster_sp._z_o.o.-ziltxt_mko.html",
Latarnik Sp. z o.o.,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,hoża,86_lok._410/latarnik_sp._z_o.o.-bathdu_mko.html",
Latko Piotr Łątkowski,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,mokotów,rzymowskiego,47_lok._127/latko_piotr_latkowski-zypdni_mko.html",
Ledom Danuta Paliwoda,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,wola,płocka,5b_lok._24/ledom_danuta_paliwoda-zstxcn_mko.html",
Lektrans Sp. z o.o.,,cleaning,panoramafirm,"https://panoramafirm.pl/mazowieckie,,warszawa,targówek,radzymińska,94/lektrans_sp._z_o.o.-zpiwfi_mko.html",
